,Restaurant_id,Name,Location,Price_for_two,Cuisines,Rating,Delivery_review_number,Price_for_one
564,564,Pulla Reddy Sweets,"Whitefield, Bangalore",400,"Mithai, Desserts",3.3,0.0,200.0
565,565,Khawar Ashe Pashe,"KR Puram, Bangalore",500,"Bengali, North Indian, Chinese, Fast Food, Rolls",3.9,2098.0,250.0
566,566,Aditya Sweets,"Whitefield, Bangalore",200,"Mithai, Street Food",3.6,4696.0,100.0
567,567,The Groot,"Forum Shantiniketan Mall, Whitefield, Bangalore",2000,"Continental, Italian, North Indian, South Indian, Seafood, Desserts, Juices, Beverages",4.1,429.0,1000.0
568,568,Baskin Robbins - Ice Cream Desserts,"Marathahalli, Bangalore",500,"Ice Cream, Desserts, Shake, Bakery",3.2,2388.0,250.0
569,569,Amma's Pastries,"KR Puram, Bangalore",300,"Bakery, Desserts",2.9,2750.0,150.0
570,570,Subbayyaa Gari Hotel,"Brookefield, Bangalore",500,"Andhra, South Indian, Desserts, Mithai",2.5,5417.0,250.0
571,571,Boba Bhai,"Brookefield, Bangalore",300,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",0.0,559.0,150.0
572,572,Natraj Chole Bhature,"Brookefield, Bangalore",300,"North Indian, Street Food, Desserts",3.2,5149.0,150.0
573,573,Mayura Sagar,"Brookefield, Bangalore",400,"Chinese, North Indian, South Indian, Beverages, Ice Cream, Shake",3.7,2515.0,200.0
574,574,Hatti Kaapi,"Marathahalli, Bangalore",200,"Coffee, Shake, Beverages",0.0,13.0,100.0
575,575,Juice Therapy,"Brookefield, Bangalore",300,"Juices, Salad",0.0,67.0,150.0
576,576,Sri Udupi Food Hub,"ITPL Main Road, Whitefield, Bangalore",450,"South Indian, North Indian, Chinese, Biryani, Sandwich, Street Food, Ice Cream, Beverages",0.0,1290.0,225.0
577,577,Suryawanshi,"KR Puram, Bangalore",1000,"North Indian, Maharashtrian, Malwani, Street Food, Mughlai, Seafood, Desserts, Beverages",4.0,6289.0,500.0
578,578,Kallayi Restaurant,"KR Puram, Bangalore",400,"Kerala, Chinese, Mangalorean, Seafood, Desserts, Beverages",4.0,3991.0,200.0
579,579,Hoskote Nati Style,"Brookefield, Bangalore",400,"South Indian, Chinese",0.0,0.0,200.0
580,580,Om Agarwal Bhavan,"Brookefield, Bangalore",400,"Mithai, Desserts, North Indian, Street Food",0.0,760.0,200.0
581,581,Mirzapur UP63,"Marathahalli, Bangalore",350,"North Indian, Chinese, Kebab, Sandwich, Burger, Street Food, Desserts, Beverages",0.0,178.0,175.0
582,582,Puchkas,"Marathahalli, Bangalore",200,"Street Food, North Indian, Fast Food",4.0,27700.0,100.0
583,583,1882,"DoubleTree by Hilton, Whitefield, Bengaluru, Bangalore",2000,"Continental, Asian, North Indian, Modern Indian",0.0,0.0,1000.0
584,584,The Coffee House,"ITPL Main Road, Whitefield, Bangalore",600,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",4.0,683.0,300.0
585,585,Litti Mania,"Brookefield, Bangalore",250,"North Indian, Street Food",0.0,133.0,125.0
586,586,Udupi Upachar,"Brookefield, Bangalore",350,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Ice Cream",4.1,18200.0,175.0
587,587,Chef Bakers,"Whitefield, Bangalore",350,"Bakery, Desserts",0.0,14.0,175.0
588,588,Amal’s Biriyani,"Varthur Main Road, Whitefield, Bangalore",200,"South Indian, Biryani, North Indian, Street Food",0.0,197.0,100.0
589,589,Hatti Kaapi - Coffee And More,"Forum Shantiniketan Mall, Whitefield, Bangalore",300,"Coffee, Beverages, Fast Food, Street Food",0.0,9.0,150.0
590,590,Cafe Garage,"Whitefield, Bangalore",500,"Juices, Shake, South Indian, Sandwich, Ice Cream, Desserts",0.0,25.0,250.0
591,591,RARA'S - SWEETS-CHAATS-THALIS,"Brookefield, Bangalore",400,"North Indian, Street Food, Burger, Pizza, Sandwich, Fast Food, Shake, Juices",0.0,76.0,200.0
592,592,Simhapuri - The Taste Of Nellore,"Varthur Main Road, Whitefield, Bangalore",350,"South Indian, Biryani",0.0,55.0,175.0
593,593,Real Fresh Dosa Corner,"Brookefield, Bangalore",250,South Indian,4.5,8548.0,125.0
594,594,Karma Foods,"Brookefield, Bangalore",150,"North Indian, Chinese, Momos",4.3,0.0,75.0
595,595,Sai Foods,"Brookefield, Bangalore",400,"North Indian, Chinese, Street Food, Beverages, Desserts",4.5,1659.0,200.0
596,596,New Udupi Garden Veg,"KR Puram, Bangalore",450,"South Indian, North Indian, Chinese, Biryani, Street Food, Desserts, Juices, Beverages",0.0,224.0,225.0
597,597,Ramdev Sagar,"Brookefield, Bangalore",500,"South Indian, Chinese, Street Food, North Indian, Biryani, Ice Cream, Beverages, Shake",4.2,11900.0,250.0
598,598,Citrus Cafe - Lemon Tree Hotel,"Lemon Tree Hotel, Whitefield, Bangalore",2500,"North Indian, Continental, South Indian, Asian, Italian, Desserts",3.5,0.0,1250.0
599,599,The Cafe Dhaba,"KR Puram, Bangalore",500,"North Indian, Street Food, Beverages",0.0,299.0,250.0
600,600,Thalassery Restaurant,"Marathahalli, Bangalore",850,"Kerala, Seafood, North Indian, Chinese, Biryani",3.4,18100.0,425.0
601,601,Sri Lakshmi Vaibhav,"Marathahalli, Bangalore",600,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",4.1,10600.0,300.0
602,602,Mivaan's Café,"Brookefield, Bangalore",300,"South Indian, North Indian, Chinese",0.0,0.0,150.0
603,603,Zoop Cafe,"Marathahalli, Bangalore",400,"Sandwich, Rolls, Pizza, Fast Food, Street Food, Shake, Juices, Beverages",0.0,10.0,200.0
604,604,Hotel Abooz- Eat 'N' Meet Restaurant,"Whitefield, Bangalore",850,"Andhra, Seafood, North Indian, Kerala, Chinese, Arabian, Desserts, Beverages",3.8,1616.0,425.0
605,605,Just Bake,"Brookefield, Bangalore",450,"Bakery, Desserts",3.4,20.0,225.0
606,606,Vidhagdha Cafe,"Whitefield, Bangalore",450,"South Indian, North Indian, Street Food, Tea, Juices, Shake, Desserts",0.0,4.0,225.0
607,607,Muraamba - The Marathi Kitchen,"Marathahalli, Bangalore",200,"Maharashtrian, North Indian",2.8,423.0,100.0
608,608,Peruvayaran Restaurant,"Whitefield, Bangalore",350,"South Indian, Beverages",0.0,4.0,175.0
609,609,Burger King,"Kote MR Plaza, Bangalore",400,"Burger, Fast Food, Desserts, Beverages",3.8,15700.0,200.0
610,610,Brindavan Grand,"Varthur Main Road, Whitefield, Bangalore",950,"North Indian, South Indian, Chinese, Street Food, Biryani, Ice Cream, Shake, Beverages",4.2,1767.0,475.0
611,611,Kanti Sweets,"Whitefield, Bangalore",450,"Mithai, Desserts, Street Food",4.1,8346.0,225.0
612,612,Tea Day,"Mahadevapura, Bangalore",300,"Tea, Shake, Coffee, Beverages",0.0,9.0,150.0
613,613,Gilly's Restobar,"Marathahalli, Bangalore",1900,"Seafood, North Indian, Pizza, Burger, Oriental, Italian, Fast Food",4.1,62.0,950.0
614,614,Meganas Biryani,"Brookefield, Bangalore",500,"Biryani, Rolls, Fast Food, Beverages, Chinese, Sichuan",2.5,232.0,250.0
615,615,Ashraya Upachar,"KR Puram, Bangalore",450,"South Indian, North Indian, Chinese, Street Food, Beverages",3.8,39600.0,225.0
616,616,Shree KC Mess,"Varthur Main Road, Whitefield, Bangalore",300,South Indian,3.9,97.0,150.0
617,617,Angel's Kitchen,"Whitefield, Bangalore",200,"Kerala, South Indian",3.9,4594.0,100.0
618,618,Chill,"Radha Hometel, Bangalore",2000,"North Indian, Chinese, Continental",4.1,0.0,1000.0
619,619,Sri Vishnu Palace,"Marathahalli, Bangalore",850,"North Indian, South Indian, Chinese, Ice Cream, Shake",3.1,1669.0,425.0
620,620,Ghaas Phoos 1.0,"Brookefield, Bangalore",400,"North Indian, Fast Food, Street Food, Desserts, Beverages",4.0,45.0,200.0
621,621,Udupi Vaibhav,"KR Puram, Bangalore",500,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages",3.9,5031.0,250.0
622,622,Anand Sweets And Savouries,"MS Commercials Complex, Bangalore",300,"Mithai, North Indian, Fast Food, Street Food",3.3,1261.0,150.0
623,623,Kidilum,"Whitefield, Bangalore",350,"Kerala, Chinese, North Indian",3.8,11300.0,175.0
624,624,Karavali Kitchen,"Marathahalli, Bangalore",400,"North Indian, Biryani, Chinese, Sichuan",3.8,1923.0,200.0
625,625,Pop Inn Restaurant,"Whitefield, Bangalore",250,"North Indian, Odia, Bengali, Chinese, South Indian",3.9,1370.0,125.0
626,626,Estaa Sweets,"Broadway Building, Whitefield, Bangalore",300,"Mithai, Street Food, Desserts",3.4,3580.0,150.0
627,627,Foodies Hub,"Marathahalli, Bangalore",500,"North Indian, Biryani, Chinese, Sichuan",4.0,815.0,250.0
628,628,Tea Positive,"Marathahalli, Bangalore",400,"Street Food, Fast Food, Tea, Beverages",4.0,245.0,200.0
629,629,Sri Udupi Park,"Whitefield, Bangalore",600,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",3.6,5665.0,300.0
630,630,New Udupi Garden,"Marathahalli, Bangalore",1000,"South Indian, North Indian, Chinese, Salad, Biryani, Ice Cream, Shake, Beverages",3.9,2611.0,500.0
631,631,BBQ Joint,"Whitefield, Bangalore",300,"BBQ, Fast Food, Chinese, Burger, Sandwich, Beverages",3.7,1.0,150.0
632,632,The Lassi Corner,"Whitefield, Bangalore",300,"Beverages, Juices, Shake, Desserts, Ice Cream, Sandwich, Street Food",3.9,1120.0,150.0
633,633,Annapoorna Andhra Spices,"Brookefield, Bangalore",350,"Andhra, Biryani, North Indian, Chinese",3.9,659.0,175.0
634,634,K R Catering Services,"Whitefield, Bangalore",300,"South Indian, Rolls, Biryani, Beverages, Shake",3.9,79.0,150.0
635,635,Tiwari's Cafe,"Whitefield, Bangalore",350,"North Indian, Street Food, Fast Food, Beverages, Shake",3.9,273.0,175.0
636,636,NH-47 Kerala Kitchen,"Marathahalli, Bangalore",300,"Kerala, Biryani",3.8,1538.0,150.0
637,637,Citrus Cafe,"Whitefield, Bangalore",1200,"North Indian, Asian, Chinese, Fast Food, Continental, Seafood, Desserts, Beverages",3.6,6.0,600.0
638,638,Fresh Cafe,"Marathahalli, Bangalore",250,"Chinese, Fast Food, Desserts, Beverages, Juices",3.9,758.0,125.0
639,639,Chellam Hotel,"KR Puram, Bangalore",200,South Indian,3.9,870.0,100.0
640,640,Nevesa Bites,"Marathahalli, Bangalore",400,"North Indian, South Indian, Chinese, Biryani, Fast Food, Street Food, Mughlai, Beverages",3.9,883.0,200.0
641,641,Kaafi Desi,"Marathahalli, Bangalore",300,"North Indian, Fast Food, Chinese, Mithai",4.0,30600.0,150.0
642,642,Chai Point,"Brookefield, Bangalore",400,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe",3.8,14400.0,200.0
643,643,Mrs Iyengar's Kitchen - Authentic Iyengar's Cuisine,"KR Puram, Bangalore",350,"South Indian, Tamil, Desserts",3.5,4591.0,175.0
644,644,Cothas Coffee,"Whitefield, Bangalore",200,"Beverages, Coffee, Shake, Street Food",0.0,1.0,100.0
645,645,FB Cakes,"Marathahalli, Bangalore",300,Bakery,0.0,907.0,150.0
646,646,Keventers Ice Cream,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",300,"Ice Cream, Desserts",0.0,209.0,150.0
647,647,Meat And Eat,"Marathahalli, Bangalore",400,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",0.0,565.0,200.0
648,648,Nandi Iyengars Cake Palace,"Marathahalli, Bangalore",400,"Bakery, Desserts, Street Food",3.8,329.0,200.0
649,649,Sendhoor Coffee,"KR Puram, Bangalore",150,South Indian,3.0,1294.0,75.0
650,650,Nirvana Foods,"Brookefield, Bangalore",200,"Biryani, Chinese, South Indian",3.6,145.0,100.0
651,651,Sri Udupi Park,"Whitefield, Bangalore",400,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages, Shake",3.2,6524.0,200.0
652,652,Hotel Salala,"Brookefield, Bangalore",500,"North Indian, South Indian, Chinese, Mughlai",3.8,1460.0,250.0
653,653,Kerala Kafe,"Whitefield, Bangalore",250,"Kerala, North Indian",3.7,54.0,125.0
654,654,Desi Zing,"Marathahalli, Bangalore",400,"North Indian, Chinese, Fast Food",3.9,0.0,200.0
655,655,Grills N Seeds,"Whitefield, Bangalore",1400,"North Indian, Chinese, Biryani, Mughlai, Rolls, Shawarma, Beverages",3.7,0.0,700.0
656,656,Srinidhi Sagar,"Whitefield, Bangalore",300,"Chinese, South Indian, North Indian, Biryani",3.4,1031.0,150.0
657,657,Tasty Food Court- TFC,"Varthur Main Road, Whitefield, Bangalore",500,"Fast Food, Pizza, Beverages, Shake",3.8,86.0,250.0
658,658,Taste Of Kolkata,"Whitefield, Bangalore",600,"Biryani, Rolls, Bengali",3.0,283.0,300.0
659,659,Bella House Go Go,"KR Puram, Bangalore",1400,"Continental, Fast Food, Healthy Food, Pancake, Desserts, Beverages",3.9,0.0,700.0
660,660,New Juice It Up,"Brookefield, Bangalore",200,"Juices, Beverages, Fast Food, Shake",3.6,313.0,100.0
661,661,Sassy South,"Whitefield, Bangalore",300,"South Indian, Chinese, Street Food, Desserts, Beverages",3.0,3023.0,150.0
662,662,Dakkhan Bistro,"Whitefield, Bangalore",250,"Fast Food, South Indian, North Indian, Desserts, Beverages",3.8,5.0,125.0
663,663,Udupi Cafe,"Whitefield, Bangalore",300,"South Indian, Chinese, North Indian, Sichuan",3.3,12000.0,150.0
664,664,Andhra Turning Point,"Marathahalli, Bangalore",300,"South Indian, Andhra",3.7,64.0,150.0
665,665,Chai Resto,"Marathahalli, Bangalore",250,"Beverages, Street Food, Fast Food, Tea",3.9,866.0,125.0
666,666,Food Paradise,"KR Puram, Bangalore",300,"South Indian, Chinese, Asian",3.9,157.0,150.0
667,667,Food Story,"Brookefield, Bangalore",400,"Biryani, Continental, Street Food, Chinese, South Indian, Desserts, Shake, Sichuan",3.7,267.0,200.0
668,668,Sargam Sweets,"Marathahalli, Bangalore",200,"Mithai, Street Food",3.5,1057.0,100.0
669,669,Biriyani Kitchen,"Whitefield, Bangalore",300,"North Indian, Chinese, Sichuan",3.7,21.0,150.0
670,670,Five Spice Dining,"24 Tech Hotel, Kadubeesanahalli, Bangalore",900,"North Indian, South Indian, Chinese, Biryani, Sandwich, Desserts, Beverages",3.5,6.0,450.0
671,671,Caramel Whitefield,"Vivanta Whitefield, Bangalore",500,Bakery,3.5,0.0,250.0
672,672,High Sky,"Whitefield, Bangalore",1200,"North Indian, South Indian, Mughlai, Biryani, Sandwich, Desserts, Beverages",3.5,0.0,600.0
673,673,KR Naidu Hotel,"Whitefield, Bangalore",200,"Chinese, North Indian, South Indian",3.7,90.0,100.0
674,674,Mayura Vybhava,"Whitefield, Bangalore",250,"South Indian, North Indian, Chinese, Street Food",3.8,0.0,125.0
675,675,Mandya Gowdru Hotel,"Brookefield, Bangalore",300,South Indian,3.8,14.0,150.0
676,676,ATR Foods,"Brookefield, Bangalore",200,South Indian,3.9,8.0,100.0
677,677,Ishwaryam,"Whitefield, Bangalore",250,"South Indian, Chinese",3.8,0.0,125.0
678,678,New Udupi Delicacy,"Whitefield, Bangalore",300,"South Indian, North Indian, Chinese, Shake",3.5,7024.0,150.0
679,679,Arun Ice Cream Parlour,"Marathahalli, Bangalore",100,"Ice Cream, Desserts",3.5,13.0,50.0
680,680,Kidilum Grand,"Whitefield, Bangalore",500,"Biryani, South Indian",3.5,1193.0,250.0
681,681,Snacky Zone,"Whitefield, Bangalore",400,"Pizza, Momos, Burger, Chinese",3.6,7.0,200.0
682,682,Narayanadri Nellore Hotel,"Marathahalli, Bangalore",200,South Indian,3.7,34.0,100.0
683,683,Romantic Time,"Marathahalli, Bangalore",400,"Shake, Beverages, South Indian, Chinese, Ice Cream, Desserts",3.4,19.0,200.0
684,684,ChinaMinaMo,"Brookefield, Bangalore",850,"Chinese, Seafood, Juices, Beverages",3.9,1.0,425.0
685,685,FRIENDS FAST FOODS,"Marathahalli, Bangalore",300,"Fast Food, Biryani",3.8,40.0,150.0
686,686,Melting Melodies,"Varthur Main Road, Whitefield, Bangalore",400,"Bakery, Desserts",3.9,118.0,200.0
687,687,Chickles,"Marathahalli, Bangalore",300,"Fast Food, Burger, Sandwich, Ice Cream, Shake, Juices",3.7,117.0,150.0
688,688,Mayura Grand,"Brookefield, Bangalore",400,"North Indian, South Indian, Chinese, Biryani",3.8,0.0,200.0
689,689,Food Mingo,"Marathahalli, Bangalore",250,"North Indian, Chinese, Fast Food",3.7,368.0,125.0
690,690,Risalo Restaurant,"Marathahalli, Bangalore",700,"North Indian, Chinese, Mughlai, Desserts, Beverages",3.8,44.0,350.0
691,691,The Ghee Spot,"Brookefield, Bangalore",400,North Indian,3.7,2729.0,200.0
692,692,Chakh Le India,"Brookefield, Bangalore",300,"North Indian, Rolls, Chinese, Street Food",3.4,15500.0,150.0
693,693,Red Earth Roasters,"KR Puram, Bangalore",350,"Beverages, Coffee, Shake",3.9,10.0,175.0
694,694,Andhra Abhiruchulu,"Marathahalli, Bangalore",200,"Andhra, South Indian, Chinese, Biryani, Ice Cream",3.6,30.0,100.0
695,695,Sonu Da Dhaba,"Whitefield, Bangalore",300,"North Indian, Chinese",3.6,20.0,150.0
696,696,Gopal Dhaba,"Marathahalli, Bangalore",400,North Indian,3.7,0.0,200.0
697,697,Apna Hotel,"Whitefield, Bangalore",350,"North Indian, Mughlai",3.8,306.0,175.0
698,698,Bengal Sweet And Restaurant,"Whitefield, Bangalore",350,"Mithai, Chinese, Rolls, Biryani, Fast Food, Street Food, North Indian, Bengali",3.8,680.0,175.0
699,699,Pooja Hotel & Restaurant,"Whitefield, Bangalore",450,"South Indian, North Indian, Chinese, Biryani",3.5,24.0,225.0
700,700,Bowl'd,"Marathahalli, Bangalore",300,"North Indian, Chinese",3.9,6.0,150.0
701,701,Sri Manjunatha Hotel,"Brookefield, Bangalore",200,"North Indian, Chinese",3.7,260.0,100.0
702,702,Ashirvad Veg,"Marathahalli, Bangalore",300,"South Indian, Chinese, North Indian",3.8,543.0,150.0
703,703,Sri Kalyan Hotel,"KR Puram, Bangalore",300,"Biryani, South Indian, Chinese",3.9,4.0,150.0
704,704,Laddoos,"Brookefield, Bangalore",300,"Mithai, North Indian, Street Food",3.2,2100.0,150.0
705,705,Cocofit,"Marathahalli, Bangalore",300,"Beverages, Desserts",3.6,114.0,150.0
706,706,Indian Paratha Company,"Forum Neighbourhood Mall, Whitefield, Bangalore",500,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",2.9,215.0,250.0
707,707,The Sandwich Juice Shop,"Whitefield, Bangalore",400,"Fast Food, Sandwich, Street Food, Rolls, North Indian, Mughlai, Burger, Beverages",3.6,795.0,200.0
708,708,Platos,"Marathahalli, Bangalore",400,"North Indian, Chinese, Maharashtrian, Beverages, Sichuan",3.6,7.0,200.0
709,709,AGS Grand,"Marathahalli, Bangalore",400,"Biryani, South Indian, Chinese, North Indian, Fast Food, Sichuan",3.9,11.0,200.0
710,710,New Udupi Veg,"Whitefield, Bangalore",300,"North Indian, South Indian, Chinese, Sichuan",3.5,8286.0,150.0
711,711,Maa Tea,"Marathahalli, Bangalore",350,"Tea, Sandwich, Fast Food, Beverages",3.9,522.0,175.0
712,712,Indori Junction,"Brookefield, Bangalore",150,Street Food,3.0,839.0,75.0
713,713,Poori House,"Marathahalli, Bangalore",200,"Chinese, North Indian",3.9,44.0,100.0
714,714,Sree Venkateshwara Home Made Foods,"Marathahalli, Bangalore",300,"South Indian, North Indian, Chinese",3.6,74.0,150.0
715,715,Mondelice Cakes,"KR Puram, Bangalore",300,"Bakery, Fast Food",3.7,201.0,150.0
716,716,Prajwal The Restaurant,"Marathahalli, Bangalore",300,"Chinese, North Indian, Mughlai",3.3,4991.0,150.0
717,717,New Udupi Upahar,"Marathahalli, Bangalore",300,"South Indian, Street Food, Chinese, Biryani, North Indian",3.4,13800.0,150.0
718,718,Sri Udupi Park,"KR Puram, Bangalore",500,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",3.4,1658.0,250.0
719,719,The Sandwich Adda,"Marathahalli, Bangalore",250,"Sandwich, Burger, Fast Food, Street Food, Shake, Juices",3.8,86.0,125.0
720,720,Kaveri Vaibhav Pure Veg,"Whitefield, Bangalore",500,"Chinese, Fast Food, North Indian, South Indian, Continental, Street Food",3.7,905.0,250.0
721,721,Sukoon Chai Cafe,"Marathahalli, Bangalore",200,"Tea, Beverages, Street Food",3.9,3.0,100.0
722,722,Thalassery Cafe,"Marathahalli, Bangalore",200,Beverages,3.6,44.0,100.0
723,723,Durgashree Udupi Vihar,"KR Puram, Bangalore",250,"South Indian, North Indian, Chinese, Shake",3.9,0.0,125.0
724,724,Navras,"Brookefield, Bangalore",300,"Mithai, Street Food, North Indian, Biryani, Beverages",3.4,2172.0,150.0
725,725,Panda Chai,"Marathahalli, Bangalore",350,"Tea, Shake, Beverages, Sandwich, Street Food, Ice Cream",3.7,459.0,175.0
726,726,Cafe Coffee Day,"Marathahalli, Bangalore",750,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Fast Food, Desserts",3.2,2579.0,375.0
727,727,Eatwell  Restaurant,"Marathahalli, Bangalore",400,"North Indian, Chinese, Biryani, Beverages",3.2,7247.0,200.0
728,728,Hangout Junction,"Sigma Soft Tech Park, Bangalore",400,"North Indian, Chinese, South Indian",3.5,93.0,200.0
729,729,Salem Kitchen,"Brookefield, Bangalore",500,"Chettinad, Chinese, South Indian, Mughlai, Biryani, Sichuan",3.2,291.0,250.0
730,730,Nirvana Restaurant,"Marathahalli, Bangalore",400,"North Indian, Chinese, Kebab, Biryani, Rolls",3.3,54.0,200.0
731,731,Kerala Cafe,"Marathahalli, Bangalore",100,"Kerala, Beverages",3.3,0.0,50.0
732,732,Slurpy Shakes,"Whitefield, Bangalore",500,"Shake, Ice Cream, Desserts, Fast Food, Beverages",3.2,1393.0,250.0
733,733,NH 75,"Whitefield, Bangalore",850,"North Indian, Mughlai, Chinese, Biryani",3.0,0.0,425.0
734,734,Jhanavi Restaurant,"Marathahalli, Bangalore",500,"North Indian, Chinese, Rolls, Biryani, Seafood, Shake, Sichuan",3.2,1120.0,250.0
735,735,The Club Cafe,"Whitefield, Bangalore",650,"Cafe, Fast Food, Pizza, Italian, Sandwich",3.3,19.0,325.0
736,736,Udupi Gokula Veg,"KR Puram, Bangalore",400,"South Indian, Chinese, North Indian",3.1,7556.0,200.0
737,737,Sri Sai Palace,"Whitefield, Bangalore",400,"South Indian, Sichuan, Chinese",3.1,20500.0,200.0
738,738,Sri Lakshmi Bhavan,"Marathahalli, Bangalore",250,"Chinese, South Indian",3.2,642.0,125.0
739,739,Udupi Grand,"Whitefield, Bangalore",600,"South Indian, North Indian, Chinese, Sandwich, Street Food, Biryani, Desserts, Beverages",2.8,106.0,300.0
740,740,RC Easy Snacks,"Brookefield, Bangalore",200,"Fast Food, Street Food, Beverages",3.5,9.0,100.0
741,741,Jugo Crush,"Brookefield, Bangalore",200,"Juices, Shake, Fast Food",3.5,14.0,100.0
742,742,Sugarkiss Bake Studio,"Whitefield, Bangalore",400,Bakery,3.3,1.0,200.0
743,743,Day Night Dhaba,"Marathahalli, Bangalore",450,"Fast Food, North Indian, Beverages, Desserts, Healthy Food",3.0,345.0,225.0
744,744,Kheer Kadamb - Bengali Sweets and Snacks,"Whitefield, Bangalore",300,"Mithai, Street Food",3.0,0.0,150.0
745,745,Mulbagal Dosa Center,"KR Puram, Bangalore",300,South Indian,3.1,267.0,150.0
746,746,Hotel Uttam Sagar,"Whitefield, Bangalore",400,"North Indian, Chinese, Seafood, Sichuan",3.3,1668.0,200.0
747,747,Nandi Mess - Feel Like Mom's,"Whitefield, Bangalore",250,South Indian,3.3,1209.0,125.0
748,748,Bottle And Kullad,"Brookefield, Bangalore",300,"Beverages, Desserts, Juices",3.3,240.0,150.0
749,749,Raithula Ruchi,"Sigma Soft Tech Park, Bangalore",300,South Indian,3.4,1.0,150.0
750,750,Skandas Veg Restaurant,"Brookefield, Bangalore",400,"South Indian, North Indian, Chinese, Beverages",3.4,0.0,200.0
751,751,Santushti,"Whitefield, Bangalore",200,"North Indian, Street Food, Beverages, Bihari",2.9,3704.0,100.0
752,752,BaraThas,"Marathahalli, Bangalore",200,"North Indian, Street Food",3.3,161.0,100.0
753,753,Chai Central,"Forum Neighbourhood Mall, Whitefield, Bangalore",300,"Beverages, Street Food, Fast Food, Tea, Shake",3.3,2378.0,150.0
754,754,S'Mack,"Whitefield, Bangalore",500,"Fast Food, Wraps, North Indian, Beverages",3.0,4294.0,250.0
755,755,Ovenfresh Cakes,"Whitefield, Bangalore",600,Bakery,3.2,27.0,300.0
756,756,Impes Family Restaurant,"KR Puram, Bangalore",400,"North Indian, Chinese, Biryani, South Indian, Street Food, Juices, Shake",3.0,1784.0,200.0
757,757,Wow Tiffin Food,"Whitefield, Bangalore",200,North Indian,3.2,0.0,100.0
758,758,Sri Udupi Grand,"KR Puram, Bangalore",350,"South Indian, Chinese, Sichuan",3.2,187.0,175.0
759,759,Poorva Restaurant,"Marathahalli, Bangalore",500,"Odia, Chinese, North Indian, Seafood",3.1,1098.0,250.0
760,760,VBP Catering & Vasuda Hotel,"Whitefield, Bangalore",250,"South Indian, North Indian, Chinese",3.1,661.0,125.0
761,761,Sri Lakshmi Hotel,"Kaggadasapura, Bangalore",250,"Chinese, South Indian",3.1,17.0,125.0
762,762,Madurai Idly & Dosa Shop,"Marathahalli, Bangalore",150,South Indian,3.0,1077.0,75.0
763,763,Chatore,"Marathahalli, Bangalore",250,"Street Food, North Indian",2.9,649.0,125.0
764,764,Grab N Go - Aloft Hotel,"Aloft Hotel, Whitefield, Bangalore",1800,"American, North Indian, Thai, Fast Food",2.8,7.0,900.0
765,765,Forkfully,"Whitefield, Bangalore",450,"Biryani, Chinese, Seafood, North Indian",3.0,1066.0,225.0
766,766,Saanvika Foods,"Brookefield, Bangalore",300,"Burger, Sandwich, Fast Food, Ice Cream, Shake, Desserts, Waffle, Beverages",3.1,430.0,150.0
767,767,Chatora Chaat Corner,"Prashanti Shopping Complex, Whitefield, Bangalore",200,Street Food,3.2,2728.0,100.0
768,768,Bhartiya Bhojan,"Prashanti Shopping Complex, Whitefield, Bangalore",500,"North Indian, Chinese, Biryani, Sandwich, Fast Food, Desserts, Beverages",2.9,156.0,250.0
769,769,Chilika Dhaba,"Marathahalli, Bangalore",500,"Bengali, Odia, North Indian, Chinese",2.6,341.0,250.0
770,770,Indikhana,"Whitefield, Bangalore",400,"South Indian, Fast Food, Street Food, North Indian",2.8,9.0,200.0
771,771,Ande Ka Funda,"Whitefield, Bangalore",200,"North Indian, Rolls, Chinese",2.6,0.0,100.0
772,772,Udupi Delux,"Brookefield, Bangalore",500,"North Indian, South Indian, Street Food, Desserts, Beverages, Fast Food, Ice Cream, Sandwich",2.6,0.0,250.0
773,773,Coastal Spice,"Marathahalli, Bangalore",700,"North Indian, Chinese, Mughlai, Biryani, South Indian, Fast Food, Beverages",2.8,67.0,350.0
774,774,Decker's Lane,"Marathahalli, Bangalore",400,"Bengali, North Indian, Chinese, Rolls",2.2,1473.0,200.0
775,775,Wendy's Burgers,"Varthur Main Road, Whitefield, Bangalore",300,"Burger, Fast Food, American",0.0,309.0,150.0
776,776,Chai Sutta Bar,"Marathahalli, Bangalore",300,"Tea, Fast Food, Street Food",0.0,9.0,150.0
777,777,Salt - Indian Restaurant Bar & Grill,"Forum Shantiniketan Mall, Whitefield, Bangalore",2500,"North Indian, Seafood, Biryani, Mughlai",4.5,2164.0,1250.0
